,date,iso3,admin0_name,admin1_hasc,admin1_name,confirmed,death,recovered
1,2020-05-22,ARG,Argentina,AR.BA,Buenos Aires,0,0,120
2,2020-05-22,ARG,Argentina,AR.CT,Catamarca,0,0,0
3,2020-05-22,ARG,Argentina,AR.CC,Chaco,0,0,56
4,2020-05-22,ARG,Argentina,AR.CH,Chubut,0,0,0
5,2020-05-22,ARG,Argentina,AR.DF,Ciudad de Buenos Aires,0,0,301
6,2020-05-22,ARG,Argentina,AR.CB,Cordoba,0,0,38
7,2020-05-22,ARG,Argentina,AR.CN,Corrientes,0,0,5
8,2020-05-22,ARG,Argentina,AR.ER,Entre Rios,0,0,10
9,2020-05-22,ARG,Argentina,AR.FM,Formosa,0,0,0
10,2020-05-22,ARG,Argentina,AR.JY,Jujuy,0,0,3
11,2020-05-22,ARG,Argentina,AR.LP,La Pampa,0,0,0
12,2020-05-22,ARG,Argentina,AR.LR,La Rioja,0,0,2
13,2020-05-22,ARG,Argentina,AR.MZ,Mendoza,0,0,5
14,2020-05-22,ARG,Argentina,AR.MN,Misiones,0,0,0
15,2020-05-22,ARG,Argentina,AR.NQ,Neuquen,0,0,2
16,2020-05-22,ARG,Argentina,AR.RN,Rio Negro,0,0,7
17,2020-05-22,ARG,Argentina,AR.SA,Salta,0,0,0
18,2020-05-22,ARG,Argentina,AR.SJ,San Juan,0,0,0
19,2020-05-22,ARG,Argentina,AR.SL,San Luis,0,0,6
20,2020-05-22,ARG,Argentina,AR.SC,Santa Cruz,0,0,5
21,2020-05-22,ARG,Argentina,AR.SF,Santa Fe,0,0,27
22,2020-05-22,ARG,Argentina,AR.SE,Santiago del Estero,0,0,3
23,2020-05-22,ARG,Argentina,AR.TF,Tierra del Fuego,0,0,36
24,2020-05-22,ARG,Argentina,AR.TM,Tucuman,0,0,3
25,2020-05-22,AUS,Australia,AU.AC,Australian Capital Territory,107,3,104
26,2020-05-22,AUS,Australia,AU.NS,New South Wales,3086,48,2653
27,2020-05-22,AUS,Australia,AU.NT,Northern Territory,29,0,29
28,2020-05-22,AUS,Australia,AU.QL,Queensland,1060,6,1041
29,2020-05-22,AUS,Australia,AU.SA,South Australia,439,4,435
30,2020-05-22,AUS,Australia,AU.TS,Tasmania,228,13,199
31,2020-05-22,AUS,Australia,AU.VI,Victoria,1593,18,1479
32,2020-05-22,AUS,Australia,AU.WA,Western Australia,557,9,545
33,2020-05-22,AUT,Austria,AT.TR,Tirol,3534,107,3396
34,2020-05-22,AUT,Austria,AT.SZ,Salzburg,1220,38,1191
35,2020-05-22,AUT,Austria,AT.ST,Steiermark,1833,143,1592
36,2020-05-22,AUT,Austria,AT.NO,Niederösterreich,2838,100,2574
37,2020-05-22,AUT,Austria,AT.WI,Wien,3032,144,2480
38,2020-05-22,AUT,Austria,AT.KA,Kärnten,411,13,393
39,2020-05-22,AUT,Austria,AT.VO,Vorarlberg,896,19,862
40,2020-05-22,AUT,Austria,AT.OO,Oberösterreich,2287,60,2199
41,2020-05-22,AUT,Austria,AT.BU,Burgenland,337,11,318
45,2020-05-22,BRA,Brazil,BR.AC,Acre,3343,80,
46,2020-05-22,BRA,Brazil,BR.AP,Amapá,5655,157,
47,2020-05-22,BRA,Brazil,BR.AM,Amazonas,27038,1669,
48,2020-05-22,BRA,Brazil,BR.PB,Pará,21469,1937,
49,2020-05-22,BRA,Brazil,BR.RO,Rondônia,2774,106,
50,2020-05-22,BRA,Brazil,BR.RR,Roraima,2306,83,
51,2020-05-22,BRA,Brazil,BR.TO,Tocantins,2205,49,
52,2020-05-22,BRA,Brazil,BR.AL,Alagoas,5302,280,
53,2020-05-22,BRA,Brazil,BR.BA,Bahia,12557,399,
54,2020-05-22,BRA,Brazil,BR.CE,Ceará,34573,2251,
55,2020-05-22,BRA,Brazil,BR.MA,Maranhão,17212,693,
56,2020-05-22,BRA,Brazil,BR.PA,Paraíba,6882,248,
57,2020-05-22,BRA,Brazil,BR.PE,Pernambuco,25760,2057,
58,2020-05-22,BRA,Brazil,BR.PI,Piauí,3074,93,
59,2020-05-22,BRA,Brazil,BR.RN,Rio Grande do Norte,4251,181,
60,2020-05-22,BRA,Brazil,BR.SE,Sergipe,4922,82,
61,2020-05-22,BRA,Brazil,BR.ES,Espirito Santo,9520,397,
62,2020-05-22,BRA,Brazil,BR.MG,Minas Gerais,5995,201,
63,2020-05-22,BRA,Brazil,BR.RJ,Rio de Janeiro,33589,3657,
64,2020-05-22,BRA,Brazil,BR.SC,São Paulo,76871,5773,
65,2020-05-22,BRA,Brazil,BR.PR,Paraná,2939,146,
66,2020-05-22,BRA,Brazil,BR.RS,Rio Grande do Sul,5918,172,
67,2020-05-22,BRA,Brazil,BR.SP,Santa Catarina,6458,100,
68,2020-05-22,BRA,Brazil,BR.DF,Distrito Federal,5948,90,
69,2020-05-22,BRA,Brazil,BR.GO,Goiás,2304,93,
70,2020-05-22,BRA,Brazil,BR.MT,Mato Grosso,1220,37,
71,2020-05-22,BRA,Brazil,BR.MS,Mato Grosso do Sul,805,17,
72,2020-05-22,CAN,Canada,CA.AB,Alberta,6800,134,
73,2020-05-22,CAN,Canada,CA.BC,British Columbia,2507,155,
75,2020-05-22,CAN,Canada,CA.MB,Manitoba,292,7,
76,2020-05-22,CAN,Canada,CA.NB,New Brunswick,121,0,
77,2020-05-22,CAN,Canada,CA.NF,Newfoundland and Labrador,260,3,
78,2020-05-22,CAN,Canada,CA.NS,Nova Scotia,1048,58,
79,2020-05-22,CAN,Canada,CA.ON,Ontario,26085,2129,
80,2020-05-22,CAN,Canada,CA.PE,Prince Edward Island,27,0,
81,2020-05-22,CAN,Canada,CA.QC,Quebec,46150,3866,
82,2020-05-22,CAN,Canada,CA.SK,Saskatchewan,627,7,
84,2020-05-22,CAN,Canada,CA.NT,Northwest Territories,5,0,
85,2020-05-22,CAN,Canada,CA.YT,Yukon,11,0,
100,2020-05-22,CHL,Chile,CL.TP,Tarapacá,1393,5,
86,2020-05-22,CHL,Chile,CL.AN,Antofagasta,1841,17,
89,2020-05-22,CHL,Chile,CL.AT,Atacama,175,0,
92,2020-05-22,CHL,Chile,CL.CO,Coquimbo,281,2,
101,2020-05-22,CHL,Chile,CL.VS,Valparaíso,2020,40,
99,2020-05-22,CHL,Chile,CL.LI,O'Higgins,492,8,
96,2020-05-22,CHL,Chile,CL.ML,Maule,782,16,
91,2020-05-22,CHL,Chile,CL.BI,Biobío,1311,10,
87,2020-05-22,CHL,Chile,CL.AR,Araucanía,1737,45,
93,2020-05-22,CHL,Chile,CL.LG,Los Lagos,717,13,
90,2020-05-22,CHL,Chile,CL.AI,Aysén,8,0,
95,2020-05-22,CHL,Chile,CL.MA,Magallanes,992,18,
97,2020-05-22,CHL,Chile,CL.RM,Santiago Metropolitan,48350,423,
94,2020-05-22,CHL,Chile,CL.LR,Los Ríos,262,7,
88,2020-05-22,CHL,Chile,CL.AP,Arica y Parinacota,481,7,
98,2020-05-22,CHL,Chile,CL.NB,Ñuble,1025,21,
244,2020-05-22,DEU,Germany,DE.RP,Rheinland-Pfalz,6582,226,
245,2020-05-22,DEU,Germany,DE.SH,Schleswig-Holstein,3062,136,
247,2020-05-22,DEU,Germany,DE.HE,Hessen,9670,458,
248,2020-05-22,DEU,Germany,DE.BW,Baden-Württemberg,34345,1692,
249,2020-05-22,DEU,Germany,DE.BY,Bayern,46132,2367,
250,2020-05-22,DEU,Germany,DE.NW,Nordrhein-Westfalen,37139,1555,
251,2020-05-22,DEU,Germany,DE.HB,Bremen,1296,41,
252,2020-05-22,DEU,Germany,DE.HH,Hamburg,5063,240,
253,2020-05-22,DEU,Germany,DE.NI,Niedersachsen,11521,571,
254,2020-05-22,DEU,Germany,DE.BE,Berlin,6614,190,
255,2020-05-22,DEU,Germany,DE.BR,Brandenburg,3213,154,
256,2020-05-22,DEU,Germany,DE.SN,Sachsen,5219,204,
257,2020-05-22,DEU,Germany,DE.TH,Thüringen,2830,151,
258,2020-05-22,DEU,Germany,DE.SL,Saarland,2709,157,
259,2020-05-22,DEU,Germany,DE.MV,Mecklenburg-Vorpommern,763,20,
260,2020-05-22,DEU,Germany,DE.ST,Sachsen-Anhalt,1692,54,
261,2020-05-22,IND,India,IN.KL,Kerala,469,,
262,2020-05-22,IND,India,IN.DD,Delhi,2918,,
263,2020-05-22,IND,India,IN.TG,Telangana,1001,,
264,2020-05-22,IND,India,IN.RJ,Rajasthan,2195,,
265,2020-05-22,IND,India,IN.HR,Haryana,296,,
266,2020-05-22,IND,India,IN.UP,Uttar Pradesh,1903,,
267,2020-05-22,IND,India,IN.LD,Ladakh,20,,
268,2020-05-22,IND,India,IN.TN,Tamil Nadu,1885,,
269,2020-05-22,IND,India,IN.JK,Jammu and Kashmir,527,,
270,2020-05-22,IND,India,IN.KA,Karnataka,503,,
271,2020-05-22,IND,India,IN.MH,Maharashtra,8284,,
272,2020-05-22,IND,India,IN.PB,Punjab,324,,
273,2020-05-22,IND,India,IN.AP,Andhra Pradesh,1103,,
274,2020-05-22,IND,India,IN.UT,Uttarakhand,51,,
275,2020-05-22,IND,India,IN.OR,Odisha,103,,
276,2020-05-22,IND,India,IN.PY,Puducherry,8,,
277,2020-05-22,IND,India,IN.WB,West Bengal,611,,
278,2020-05-22,IND,India,IN.CH,Chandigarh,36,,
279,2020-05-22,IND,India,IN.CT,Chhattisgarh,37,,
280,2020-05-22,IND,India,IN.GJ,Gujarat,3301,,
281,2020-05-22,IND,India,IN.HP,Himachal Pradesh,40,,
282,2020-05-22,IND,India,IN.MP,Madhya Pradesh,2114,,
283,2020-05-22,IND,India,IN.BR,Bihar,277,,
284,2020-05-22,IND,India,IN.MN,Manipur,2,,
285,2020-05-22,IND,India,IN.MZ,Mizoram,1,,
286,2020-05-22,IND,India,IN.GA,Goa,7,,
287,2020-05-22,IND,India,IN.AN,Andaman and Nicobar Islands,33,,
288,2020-05-22,IND,India,IN.JH,Jharkhand,82,,
289,2020-05-22,IND,India,IN.AS,Assam,36,,
290,2020-05-22,IND,India,IN.AR,Arunachal Pradesh,1,,
292,2020-05-22,IND,India,IN.TR,Tripura,2,,
294,2020-05-22,IND,India,IN.ML,Meghalaya,12,,
297,2020-05-22,IDN,Indonesia,ID.AC,Aceh,19,,
298,2020-05-22,IDN,Indonesia,ID.SU,Sumatera Utara,285,,
299,2020-05-22,IDN,Indonesia,ID.SB,Sumatera Barat,438,,
300,2020-05-22,IDN,Indonesia,ID.RI,Riau,109,,
301,2020-05-22,IDN,Indonesia,ID.JA,Jambi,91,,
302,2020-05-22,IDN,Indonesia,ID.SL,Sumatera Selatan,693,,
303,2020-05-22,IDN,Indonesia,ID.BE,Bengkulu,69,,
304,2020-05-22,IDN,Indonesia,ID.LA,Lampung,105,,
306,2020-05-22,IDN,Indonesia,ID.KR,Kepulauan Riau,141,,
308,2020-05-22,IDN,Indonesia,ID.JR,Jawa Barat,2002,,
309,2020-05-22,IDN,Indonesia,ID.JT,Jawa Tengah,1234,,
311,2020-05-22,IDN,Indonesia,ID.JI,Jawa Timur,3129,,
312,2020-05-22,IDN,Indonesia,ID.BT,Banten,768,,
313,2020-05-22,IDN,Indonesia,ID.BA,Bali,380,,
314,2020-05-22,IDN,Indonesia,ID.NB,Nusa Tenggara Barat,464,,
315,2020-05-22,IDN,Indonesia,ID.NT,Nusa Tenggara Timur,79,,
316,2020-05-22,IDN,Indonesia,ID.KB,Kalimantan Barat,140,,
317,2020-05-22,IDN,Indonesia,ID.KT,Kalimantan Tengah,290,,
318,2020-05-22,IDN,Indonesia,ID.KS,Kalimantan Selatan,572,,
319,2020-05-22,IDN,Indonesia,ID.KM,Kalimantan Timur,271,,
321,2020-05-22,IDN,Indonesia,ID.SW,Sulawesi Utara,198,,
322,2020-05-22,IDN,Indonesia,ID.ST,Sulawesi Tengah,118,,
323,2020-05-22,IDN,Indonesia,ID.SE,Sulawesi Selatan,1205,,
324,2020-05-22,IDN,Indonesia,ID.SG,Sulawesi Tenggara,211,,
325,2020-05-22,IDN,Indonesia,ID.GO,Gorontalo,47,,
