,date,iso3,admin0_name,admin1_hasc,admin1_name,confirmed,death,recovered
1,2020-05-02,ARG,Argentina,AR.BA,Buenos Aires,729,47,120
3,2020-05-02,ARG,Argentina,AR.CC,Chaco,191,9,56
4,2020-05-02,ARG,Argentina,AR.CH,Chubut,1,,
5,2020-05-02,ARG,Argentina,AR.DF,Ciudad de Buenos Aires,648,32,301
6,2020-05-02,ARG,Argentina,AR.CB,Cordoba,228,6,38
7,2020-05-02,ARG,Argentina,AR.CN,Corrientes,31,,5
8,2020-05-02,ARG,Argentina,AR.ER,Entre Rios,21,,10
10,2020-05-02,ARG,Argentina,AR.JY,Jujuy,5,,3
11,2020-05-02,ARG,Argentina,AR.LP,La Pampa,5,,
12,2020-05-02,ARG,Argentina,AR.LR,La Rioja,31,2,2
13,2020-05-02,ARG,Argentina,AR.MZ,Mendoza,63,5,5
14,2020-05-02,ARG,Argentina,AR.MN,Misiones,3,,
15,2020-05-02,ARG,Argentina,AR.NQ,Neuquen,91,4,2
16,2020-05-02,ARG,Argentina,AR.RN,Rio Negro,106,2,7
17,2020-05-02,ARG,Argentina,AR.SA,Salta,4,,
18,2020-05-02,ARG,Argentina,AR.SJ,San Juan,2,,
19,2020-05-02,ARG,Argentina,AR.SL,San Luis,11,,6
20,2020-05-02,ARG,Argentina,AR.SC,Santa Cruz,40,,5
21,2020-05-02,ARG,Argentina,AR.SF,Santa Fe,209,2,27
22,2020-05-02,ARG,Argentina,AR.SE,Santiago del Estero,12,,3
23,2020-05-02,ARG,Argentina,AR.TF,Tierra del Fuego,110,,36
24,2020-05-02,ARG,Argentina,AR.TM,Tucuman,30,3,3
25,2020-05-02,AUS,Australia,AU.AC,Australian Capital Territory,106,3,103
26,2020-05-02,AUS,Australia,AU.NS,New South Wales,3035,42,2306
27,2020-05-02,AUS,Australia,AU.NT,Northern Territory,29,,24
28,2020-05-02,AUS,Australia,AU.QL,Queensland,1035,6,976
29,2020-05-02,AUS,Australia,AU.SA,South Australia,438,4,427
30,2020-05-02,AUS,Australia,AU.TS,Tasmania,221,13,158
31,2020-05-02,AUS,Australia,AU.VI,Victoria,1384,18,1300
32,2020-05-02,AUS,Australia,AU.WA,Western Australia,551,8,520
33,2020-05-02,AUT,Austria,AT.TR,Tirol,3504,105,3207
34,2020-05-02,AUT,Austria,AT.SZ,Salzburg,1218,36,1115
35,2020-05-02,AUT,Austria,AT.ST,Steiermark,1765,133,1235
36,2020-05-02,AUT,Austria,AT.NO,Niederösterreich,2630,92,2238
37,2020-05-02,AUT,Austria,AT.WI,Wien,2526,135,1827
38,2020-05-02,AUT,Austria,AT.KA,Kärnten,410,12,381
39,2020-05-02,AUT,Austria,AT.VO,Vorarlberg,872,17,819
40,2020-05-02,AUT,Austria,AT.OO,Oberösterreich,2256,56,2102
41,2020-05-02,AUT,Austria,AT.BU,Burgenland,327,10,256
45,2020-05-02,BRA,Brazil,BR.AC,Acre,553,22,
46,2020-05-02,BRA,Brazil,BR.AP,Amapá,1187,40,
47,2020-05-02,BRA,Brazil,BR.AM,Amazonas,6062,501,
48,2020-05-02,BRA,Brazil,BR.PB,Pará,3460,273,
49,2020-05-02,BRA,Brazil,BR.RO,Rondônia,653,23,
50,2020-05-02,BRA,Brazil,BR.RR,Roraima,668,9,
51,2020-05-02,BRA,Brazil,BR.TO,Tocantins,191,4,
52,2020-05-02,BRA,Brazil,BR.AL,Alagoas,1372,58,
53,2020-05-02,BRA,Brazil,BR.BA,Bahia,3315,123,
54,2020-05-02,BRA,Brazil,BR.CE,Ceará,8309,638,
55,2020-05-02,BRA,Brazil,BR.MA,Maranhão,3805,224,
56,2020-05-02,BRA,Brazil,BR.PA,Paraíba,1034,74,
57,2020-05-02,BRA,Brazil,BR.PE,Pernambuco,8145,628,
58,2020-05-02,BRA,Brazil,BR.PI,Piauí,665,26,
59,2020-05-02,BRA,Brazil,BR.RN,Rio Grande do Norte,1366,59,
60,2020-05-02,BRA,Brazil,BR.SE,Sergipe,601,14,
61,2020-05-02,BRA,Brazil,BR.ES,Espirito Santo,2985,103,
62,2020-05-02,BRA,Brazil,BR.MG,Minas Gerais,2023,88,
63,2020-05-02,BRA,Brazil,BR.RJ,Rio de Janeiro,10546,971,
64,2020-05-02,BRA,Brazil,BR.SC,São Paulo,31174,2586,
65,2020-05-02,BRA,Brazil,BR.PR,Paraná,1492,90,
66,2020-05-02,BRA,Brazil,BR.RS,Rio Grande do Sul,1619,62,
67,2020-05-02,BRA,Brazil,BR.SP,Santa Catarina,2346,52,
68,2020-05-02,BRA,Brazil,BR.DF,Distrito Federal,1566,31,
69,2020-05-02,BRA,Brazil,BR.GO,Goiás,825,30,
70,2020-05-02,BRA,Brazil,BR.MT,Mato Grosso,331,12,
71,2020-05-02,BRA,Brazil,BR.MS,Mato Grosso do Sul,266,9,
72,2020-05-02,CAN,Canada,CA.AB,Alberta,5670,94,
73,2020-05-02,CAN,Canada,CA.BC,British Columbia,2171,114,
75,2020-05-02,CAN,Canada,CA.MB,Manitoba,282,6,
76,2020-05-02,CAN,Canada,CA.NB,New Brunswick,118,,
77,2020-05-02,CAN,Canada,CA.NF,Newfoundland and Labrador,259,3,
78,2020-05-02,CAN,Canada,CA.NS,Nova Scotia,963,31,
79,2020-05-02,CAN,Canada,CA.ON,Ontario,18321,1292,
80,2020-05-02,CAN,Canada,CA.PE,Prince Edward Island,27,0,
81,2020-05-02,CAN,Canada,CA.QC,Quebec,29664,2136,
82,2020-05-02,CAN,Canada,CA.SK,Saskatchewan,421,7,
84,2020-05-02,CAN,Canada,CA.NT,Northwest Territories,5,,
85,2020-05-02,CAN,Canada,CA.YT,Yukon,11,,
86,2020-05-02,CHL,Chile,CL.AN,Antofagasta,481,4,
87,2020-05-02,CHL,Chile,CL.AR,Araucanía,1251,32,
88,2020-05-02,CHL,Chile,CL.AP,Arica y Parinacota,278,3,
89,2020-05-02,CHL,Chile,CL.AT,Atacama,35,,
90,2020-05-02,CHL,Chile,CL.AI,Aysén,7,,
91,2020-05-02,CHL,Chile,CL.BI,Biobío,709,7,
92,2020-05-02,CHL,Chile,CL.CO,Coquimbo,74,,
93,2020-05-02,CHL,Chile,CL.LG,Los Lagos,477,9,
94,2020-05-02,CHL,Chile,CL.LR,Los Ríos,180,5,
95,2020-05-02,CHL,Chile,CL.MA,Magallanes,693,10,
96,2020-05-02,CHL,Chile,CL.ML,Maule,384,13,
97,2020-05-02,CHL,Chile,CL.RM,Santiago Metropolitan,8300,100,
98,2020-05-02,CHL,Chile,CL.NB,Ñuble,747,14,
99,2020-05-02,CHL,Chile,CL.LI,O'Higgins,97,1,
100,2020-05-02,CHL,Chile,CL.TP,Tarapacá,169,1,
101,2020-05-02,CHL,Chile,CL.VS,Valparaíso,493,10,
244,2020-05-02,DEU,Germany,DE.RP,Rheinland-Pfalz,6133,176,
245,2020-05-02,DEU,Germany,DE.SH,Schleswig-Holstein,2738,113,
247,2020-05-02,DEU,Germany,DE.HE,Hessen,8524,370,
248,2020-05-02,DEU,Germany,DE.BW,Baden-Württemberg,32291,1412,
249,2020-05-02,DEU,Germany,DE.BY,Bayern,42792,1910,
250,2020-05-02,DEU,Germany,DE.NW,Nordrhein-Westfalen,33428,1287,
251,2020-05-02,DEU,Germany,DE.HB,Bremen,875,30,
252,2020-05-02,DEU,Germany,DE.HH,Hamburg,4631,164,
253,2020-05-02,DEU,Germany,DE.NI,Niedersachsen,10283,453,
254,2020-05-02,DEU,Germany,DE.BE,Berlin,5976,154,
255,2020-05-02,DEU,Germany,DE.BR,Brandenburg,2905,122,
256,2020-05-02,DEU,Germany,DE.SN,Sachsen,4696,165,
257,2020-05-02,DEU,Germany,DE.TH,Thüringen,2345,93,
258,2020-05-02,DEU,Germany,DE.SL,Saarland,2605,138,
259,2020-05-02,DEU,Germany,DE.MV,Mecklenburg-Vorpommern,698,18,
260,2020-05-02,DEU,Germany,DE.ST,Sachsen-Anhalt,1576,44,
261,2020-05-02,IND,India,IN.KL,Kerala,469,,
262,2020-05-02,IND,India,IN.DD,Delhi,2918,,
263,2020-05-02,IND,India,IN.TG,Telangana,1001,,
264,2020-05-02,IND,India,IN.RJ,Rajasthan,2185,,
265,2020-05-02,IND,India,IN.HR,Haryana,296,,
266,2020-05-02,IND,India,IN.UP,Uttar Pradesh,1873,,
267,2020-05-02,IND,India,IN.LD,Ladakh,20,,
268,2020-05-02,IND,India,IN.TN,Tamil Nadu,1885,,
269,2020-05-02,IND,India,IN.JK,Jammu and Kashmir,523,,
270,2020-05-02,IND,India,IN.KA,Karnataka,503,,
271,2020-05-02,IND,India,IN.MH,Maharashtra,8068,,
272,2020-05-02,IND,India,IN.PB,Punjab,322,,
273,2020-05-02,IND,India,IN.AP,Andhra Pradesh,1097,,
274,2020-05-02,IND,India,IN.UT,Uttarakhand,51,,
275,2020-05-02,IND,India,IN.OR,Odisha,103,,
276,2020-05-02,IND,India,IN.PY,Puducherry,8,,
277,2020-05-02,IND,India,IN.WB,West Bengal,611,,
278,2020-05-02,IND,India,IN.CH,Chandigarh,36,,
279,2020-05-02,IND,India,IN.CT,Chhattisgarh,37,,
280,2020-05-02,IND,India,IN.GJ,Gujarat,3301,,
281,2020-05-02,IND,India,IN.HP,Himachal Pradesh,40,,
282,2020-05-02,IND,India,IN.MP,Madhya Pradesh,2090,,
283,2020-05-02,IND,India,IN.BR,Bihar,277,,
284,2020-05-02,IND,India,IN.MN,Manipur,2,,
285,2020-05-02,IND,India,IN.MZ,Mizoram,1,,
286,2020-05-02,IND,India,IN.GA,Goa,7,,
287,2020-05-02,IND,India,IN.AN,Andaman and Nicobar Islands,33,,
288,2020-05-02,IND,India,IN.JH,Jharkhand,82,,
289,2020-05-02,IND,India,IN.AS,Assam,36,,
290,2020-05-02,IND,India,IN.AR,Arunachal Pradesh,1,,
292,2020-05-02,IND,India,IN.TR,Tripura,2,,
294,2020-05-02,IND,India,IN.ML,Meghalaya,12,,
