,date,iso3,admin0_name,admin1_hasc,admin1_name,confirmed,death,recovered
1,2020-05-24,ARG,Argentina,AR.BA,Buenos Aires,0,0,120
2,2020-05-24,ARG,Argentina,AR.CT,Catamarca,0,0,0
3,2020-05-24,ARG,Argentina,AR.CC,Chaco,0,0,56
4,2020-05-24,ARG,Argentina,AR.CH,Chubut,0,0,0
5,2020-05-24,ARG,Argentina,AR.DF,Ciudad de Buenos Aires,0,0,301
6,2020-05-24,ARG,Argentina,AR.CB,Cordoba,0,0,38
7,2020-05-24,ARG,Argentina,AR.CN,Corrientes,0,0,5
8,2020-05-24,ARG,Argentina,AR.ER,Entre Rios,0,0,10
9,2020-05-24,ARG,Argentina,AR.FM,Formosa,0,0,0
10,2020-05-24,ARG,Argentina,AR.JY,Jujuy,0,0,3
11,2020-05-24,ARG,Argentina,AR.LP,La Pampa,0,0,0
12,2020-05-24,ARG,Argentina,AR.LR,La Rioja,0,0,2
13,2020-05-24,ARG,Argentina,AR.MZ,Mendoza,0,0,5
14,2020-05-24,ARG,Argentina,AR.MN,Misiones,0,0,0
15,2020-05-24,ARG,Argentina,AR.NQ,Neuquen,0,0,2
16,2020-05-24,ARG,Argentina,AR.RN,Rio Negro,0,0,7
17,2020-05-24,ARG,Argentina,AR.SA,Salta,0,0,0
18,2020-05-24,ARG,Argentina,AR.SJ,San Juan,0,0,0
19,2020-05-24,ARG,Argentina,AR.SL,San Luis,0,0,6
20,2020-05-24,ARG,Argentina,AR.SC,Santa Cruz,0,0,5
21,2020-05-24,ARG,Argentina,AR.SF,Santa Fe,0,0,27
22,2020-05-24,ARG,Argentina,AR.SE,Santiago del Estero,0,0,3
23,2020-05-24,ARG,Argentina,AR.TF,Tierra del Fuego,0,0,36
24,2020-05-24,ARG,Argentina,AR.TM,Tucuman,0,0,3
25,2020-05-24,AUS,Australia,AU.AC,Australian Capital Territory,107,3,104
26,2020-05-24,AUS,Australia,AU.NS,New South Wales,3090,48,2656
27,2020-05-24,AUS,Australia,AU.NT,Northern Territory,29,0,29
28,2020-05-24,AUS,Australia,AU.QL,Queensland,1056,6,1038
29,2020-05-24,AUS,Australia,AU.SA,South Australia,439,4,435
30,2020-05-24,AUS,Australia,AU.TS,Tasmania,228,13,200
31,2020-05-24,AUS,Australia,AU.VI,Victoria,1605,19,1520
32,2020-05-24,AUS,Australia,AU.WA,Western Australia,560,9,549
33,2020-05-24,AUT,Austria,AT.TR,Tirol,3536,108,3398
34,2020-05-24,AUT,Austria,AT.SZ,Salzburg,1220,38,1192
35,2020-05-24,AUT,Austria,AT.ST,Steiermark,1834,145,1602
36,2020-05-24,AUT,Austria,AT.NO,Niederösterreich,2835,100,2596
37,2020-05-24,AUT,Austria,AT.WI,Wien,3078,146,2495
38,2020-05-24,AUT,Austria,AT.KA,Kärnten,411,13,395
39,2020-05-24,AUT,Austria,AT.VO,Vorarlberg,896,19,864
40,2020-05-24,AUT,Austria,AT.OO,Oberösterreich,2290,60,2203
41,2020-05-24,AUT,Austria,AT.BU,Burgenland,340,11,318
45,2020-05-24,BRA,Brazil,BR.AC,Acre,4160,92,
46,2020-05-24,BRA,Brazil,BR.AP,Amapá,6353,163,
47,2020-05-24,BRA,Brazil,BR.AM,Amazonas,29867,1758,
48,2020-05-24,BRA,Brazil,BR.PB,Pará,24125,2148,
49,2020-05-24,BRA,Brazil,BR.RO,Rondônia,3201,121,
50,2020-05-24,BRA,Brazil,BR.RR,Roraima,2439,84,
51,2020-05-24,BRA,Brazil,BR.TO,Tocantins,2591,52,
52,2020-05-24,BRA,Brazil,BR.AL,Alagoas,6214,316,
53,2020-05-24,BRA,Brazil,BR.BA,Bahia,13899,460,
54,2020-05-24,BRA,Brazil,BR.CE,Ceará,35595,2324,
55,2020-05-24,BRA,Brazil,BR.MA,Maranhão,21191,754,
56,2020-05-24,BRA,Brazil,BR.PA,Paraíba,7823,272,
57,2020-05-24,BRA,Brazil,BR.PE,Pernambuco,27759,2200,
58,2020-05-24,BRA,Brazil,BR.PI,Piauí,3390,107,
59,2020-05-24,BRA,Brazil,BR.RN,Rio Grande do Norte,4697,200,
60,2020-05-24,BRA,Brazil,BR.SE,Sergipe,5314,93,
61,2020-05-24,BRA,Brazil,BR.ES,Espirito Santo,10007,446,
62,2020-05-24,BRA,Brazil,BR.MG,Minas Gerais,6668,226,
63,2020-05-24,BRA,Brazil,BR.RJ,Rio de Janeiro,37912,3993,
64,2020-05-24,BRA,Brazil,BR.SC,São Paulo,82161,6163,
65,2020-05-24,BRA,Brazil,BR.PR,Paraná,3212,153,
66,2020-05-24,BRA,Brazil,BR.RS,Rio Grande do Sul,6470,180,
67,2020-05-24,BRA,Brazil,BR.SP,Santa Catarina,6696,105,
68,2020-05-24,BRA,Brazil,BR.DF,Distrito Federal,6638,104,
69,2020-05-24,BRA,Brazil,BR.GO,Goiás,2443,95,
70,2020-05-24,BRA,Brazil,BR.MT,Mato Grosso,1462,40,
71,2020-05-24,BRA,Brazil,BR.MS,Mato Grosso do Sul,924,17,
72,2020-05-24,CAN,Canada,CA.AB,Alberta,6860,135,
73,2020-05-24,CAN,Canada,CA.BC,British Columbia,2517,157,
75,2020-05-24,CAN,Canada,CA.MB,Manitoba,292,7,
76,2020-05-24,CAN,Canada,CA.NB,New Brunswick,121,0,
77,2020-05-24,CAN,Canada,CA.NF,Newfoundland and Labrador,260,3,
78,2020-05-24,CAN,Canada,CA.NS,Nova Scotia,1050,58,
79,2020-05-24,CAN,Canada,CA.ON,Ontario,26897,2181,
80,2020-05-24,CAN,Canada,CA.PE,Prince Edward Island,27,0,
81,2020-05-24,CAN,Canada,CA.QC,Quebec,47420,3985,
82,2020-05-24,CAN,Canada,CA.SK,Saskatchewan,632,7,
84,2020-05-24,CAN,Canada,CA.NT,Northwest Territories,5,0,
85,2020-05-24,CAN,Canada,CA.YT,Yukon,11,0,
100,2020-05-24,CHL,Chile,CL.TP,Tarapacá,1564,7,
86,2020-05-24,CHL,Chile,CL.AN,Antofagasta,1947,21,
89,2020-05-24,CHL,Chile,CL.AT,Atacama,182,0,
92,2020-05-24,CHL,Chile,CL.CO,Coquimbo,323,2,
101,2020-05-24,CHL,Chile,CL.VS,Valparaíso,2230,48,
99,2020-05-24,CHL,Chile,CL.LI,O'Higgins,554,11,
96,2020-05-24,CHL,Chile,CL.ML,Maule,892,16,
91,2020-05-24,CHL,Chile,CL.BI,Biobío,1414,10,
87,2020-05-24,CHL,Chile,CL.AR,Araucanía,1808,45,
93,2020-05-24,CHL,Chile,CL.LG,Los Lagos,736,13,
90,2020-05-24,CHL,Chile,CL.AI,Aysén,8,0,
95,2020-05-24,CHL,Chile,CL.MA,Magallanes,1010,18,
97,2020-05-24,CHL,Chile,CL.RM,Santiago Metropolitan,54544,494,
94,2020-05-24,CHL,Chile,CL.LR,Los Ríos,290,7,
88,2020-05-24,CHL,Chile,CL.AP,Arica y Parinacota,508,7,
98,2020-05-24,CHL,Chile,CL.NB,Ñuble,1102,21,
244,2020-05-24,DEU,Germany,DE.RP,Rheinland-Pfalz,6596,228,
245,2020-05-24,DEU,Germany,DE.SH,Schleswig-Holstein,3062,137,
247,2020-05-24,DEU,Germany,DE.HE,Hessen,9770,460,
248,2020-05-24,DEU,Germany,DE.BW,Baden-Württemberg,34431,1698,
249,2020-05-24,DEU,Germany,DE.BY,Bayern,46326,2382,
250,2020-05-24,DEU,Germany,DE.NW,Nordrhein-Westfalen,37298,1565,
251,2020-05-24,DEU,Germany,DE.HB,Bremen,1312,41,
252,2020-05-24,DEU,Germany,DE.HH,Hamburg,5069,241,
253,2020-05-24,DEU,Germany,DE.NI,Niedersachsen,11578,572,
254,2020-05-24,DEU,Germany,DE.BE,Berlin,6642,191,
255,2020-05-24,DEU,Germany,DE.BR,Brandenburg,3214,154,
256,2020-05-24,DEU,Germany,DE.SN,Sachsen,5231,205,
257,2020-05-24,DEU,Germany,DE.TH,Thüringen,2871,152,
258,2020-05-24,DEU,Germany,DE.SL,Saarland,2716,157,
259,2020-05-24,DEU,Germany,DE.MV,Mecklenburg-Vorpommern,760,20,
260,2020-05-24,DEU,Germany,DE.ST,Sachsen-Anhalt,1694,54,
261,2020-05-24,IND,India,IN.KL,Kerala,469,,
262,2020-05-24,IND,India,IN.DD,Delhi,2918,,
263,2020-05-24,IND,India,IN.TG,Telangana,1001,,
264,2020-05-24,IND,India,IN.RJ,Rajasthan,2195,,
265,2020-05-24,IND,India,IN.HR,Haryana,296,,
266,2020-05-24,IND,India,IN.UP,Uttar Pradesh,1903,,
267,2020-05-24,IND,India,IN.LD,Ladakh,20,,
268,2020-05-24,IND,India,IN.TN,Tamil Nadu,1885,,
269,2020-05-24,IND,India,IN.JK,Jammu and Kashmir,527,,
270,2020-05-24,IND,India,IN.KA,Karnataka,503,,
271,2020-05-24,IND,India,IN.MH,Maharashtra,8284,,
272,2020-05-24,IND,India,IN.PB,Punjab,324,,
273,2020-05-24,IND,India,IN.AP,Andhra Pradesh,1103,,
274,2020-05-24,IND,India,IN.UT,Uttarakhand,51,,
275,2020-05-24,IND,India,IN.OR,Odisha,103,,
276,2020-05-24,IND,India,IN.PY,Puducherry,8,,
277,2020-05-24,IND,India,IN.WB,West Bengal,611,,
278,2020-05-24,IND,India,IN.CH,Chandigarh,36,,
279,2020-05-24,IND,India,IN.CT,Chhattisgarh,37,,
280,2020-05-24,IND,India,IN.GJ,Gujarat,3301,,
281,2020-05-24,IND,India,IN.HP,Himachal Pradesh,40,,
282,2020-05-24,IND,India,IN.MP,Madhya Pradesh,2114,,
283,2020-05-24,IND,India,IN.BR,Bihar,277,,
284,2020-05-24,IND,India,IN.MN,Manipur,2,,
285,2020-05-24,IND,India,IN.MZ,Mizoram,1,,
286,2020-05-24,IND,India,IN.GA,Goa,7,,
287,2020-05-24,IND,India,IN.AN,Andaman and Nicobar Islands,33,,
288,2020-05-24,IND,India,IN.JH,Jharkhand,82,,
289,2020-05-24,IND,India,IN.AS,Assam,36,,
290,2020-05-24,IND,India,IN.AR,Arunachal Pradesh,1,,
292,2020-05-24,IND,India,IN.TR,Tripura,2,,
294,2020-05-24,IND,India,IN.ML,Meghalaya,12,,
297,2020-05-24,IDN,Indonesia,ID.AC,Aceh,19,,
298,2020-05-24,IDN,Indonesia,ID.SU,Sumatera Utara,311,,
299,2020-05-24,IDN,Indonesia,ID.SB,Sumatera Barat,478,,
300,2020-05-24,IDN,Indonesia,ID.RI,Riau,111,,
301,2020-05-24,IDN,Indonesia,ID.JA,Jambi,95,,
302,2020-05-24,IDN,Indonesia,ID.SL,Sumatera Selatan,736,,
303,2020-05-24,IDN,Indonesia,ID.BE,Bengkulu,69,,
304,2020-05-24,IDN,Indonesia,ID.LA,Lampung,109,,
306,2020-05-24,IDN,Indonesia,ID.KR,Kepulauan Riau,154,,
308,2020-05-24,IDN,Indonesia,ID.JR,Jawa Barat,2091,,
309,2020-05-24,IDN,Indonesia,ID.JT,Jawa Tengah,1309,,
311,2020-05-24,IDN,Indonesia,ID.JI,Jawa Timur,3663,,
312,2020-05-24,IDN,Indonesia,ID.BT,Banten,789,,
313,2020-05-24,IDN,Indonesia,ID.BA,Bali,394,,
314,2020-05-24,IDN,Indonesia,ID.NB,Nusa Tenggara Barat,478,,
